 beta-PtO2, orthorhombic, PDF# 43-1045          Feff8L (EXAFS)       0.1
 POT  Non-SCF, core-hole, AFOLP (folp(0)= 1.150)
 Abs   Z=78 Rmt= 1.303 Rnm= 1.388 L3 shell
 Pot 1 Z=78 Rmt= 1.307 Rnm= 1.400
 Pot 2 Z= 8 Rmt= 0.993 Rnm= 1.061
 Gam_ch=5.171E+00 H-L exch
 Mu= 6.451E+00 kf=2.428E+00 Vint=-1.600E+01 Rs_int= 1.494
 PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
    file        sig2   amp ratio    deg    nlegs  r effective
 feff0313.dat 0.00000    10.190     8.000     2   8.4641
 feff0314.dat 0.00000     9.975     8.000     2   8.5155
 feff0315.dat 0.00000     3.561     8.000     3   8.5221
 feff0316.dat 0.00000     3.409     8.000     3   8.5221
 feff0317.dat 0.00000     4.094     8.000     3   8.5237
 feff0318.dat 0.00000     3.285     8.000     3   8.5237
 feff0319.dat 0.00000     9.740     8.000     2   8.5732
 feff0320.dat 0.00000     3.065     8.000     3   8.5843
 feff0321.dat 0.00000     2.946     8.000     3   8.5843
 feff0322.dat 0.00000     2.810     8.000     3   8.5998
 feff0325.dat 0.00000     4.200    16.000     3   8.6419
 feff0326.dat 0.00000     3.941    16.000     3   8.6419
 feff0330.dat 0.00000     4.441     8.000     3   8.9400
 feff0331.dat 0.00000     8.366     8.000     2   8.9466
 feff0332.dat 0.00000     4.405     8.000     3   8.9558
 feff0333.dat 0.00000     6.924     4.000     3   8.9678
 feff0334.dat 0.00000     6.121     2.000     4   8.9678
 feff0335.dat 0.00000     5.551     8.000     3   8.9692
 feff0336.dat 0.00000     4.951     8.000     3   8.9692
 feff0337.dat 0.00000     3.151     8.000     4   8.9918
 feff0338.dat 0.00000     5.065     8.000     4   9.0114
 feff0339.dat 0.00000     5.033     8.000     4   9.0265
 feff0340.dat 0.00000     4.070     8.000     4   9.0267
 feff0341.dat 0.00000     4.041     8.000     4   9.0417
 feff0342.dat 0.00000     6.588     4.000     3   9.0770
 feff0343.dat 0.00000     5.786     2.000     4   9.0770
 feff0344.dat 0.00000     4.557    16.000     3   9.0923
 feff0345.dat 0.00000     4.357    16.000     3   9.0923
 feff0346.dat 0.00000     3.882     8.000     3   9.3937
 feff0347.dat 0.00000     6.286     4.000     3   9.4080
 feff0348.dat 0.00000     5.674     4.000     3   9.4080
 feff0349.dat 0.00000    10.780     4.000     4   9.4080
 feff0350.dat 0.00000     5.901     2.000     4   9.4080
 feff0351.dat 0.00000    10.860     4.000     4   9.4080
 feff0352.dat 0.00000     4.810     2.000     4   9.4080
 feff0353.dat 0.00000     3.371     8.000     4   9.4104
 feff0354.dat 0.00000     3.363     4.000     2   9.5003
 feff0355.dat 0.00000     3.233     4.000     2   9.6035
 feff0356.dat 0.00000     6.237     8.000     2   9.6975
 feff0357.dat 0.00000     3.799     8.000     3   9.7248
 feff0358.dat 0.00000     3.355     8.000     3   9.7248
 feff0359.dat 0.00000     3.928    16.000     3   9.8159
 feff0360.dat 0.00000     3.820    16.000     3   9.8159
