PATH  Rmax=10.000,  Keep_limit= 0.00, Heap_limit 0.00  Pwcrit= 2.50%
 -----------------------------------------------------------------------
     1    2   2.000  index, nleg, degeneracy, r=  1.9891
    1.044750    0.680780    1.568000   2 'O     '     2.8825   20.2222    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  180.0000    0.0000
    64    3   8.000  index, nleg, degeneracy, r=  4.9184
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750    3.857720    1.568000   2 'O     '     4.2933  124.8274    0.0000
   -2.241950    2.269250    1.568000   1 'Pt    '     1.9891   82.5186    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  152.6540    0.0000
    65    3   8.000  index, nleg, degeneracy, r=  4.9872
      x           y           z     ipot  label      rleg      beta        eta
    3.286700   -2.950030    0.000000   2 'O     '     4.4165  127.9572    0.0000
    2.241950   -2.269250    1.568000   1 'Pt    '     2.0034   78.4277    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.5545  153.6151    0.0000
    66    3   8.000  index, nleg, degeneracy, r=  5.0029
      x           y           z     ipot  label      rleg      beta        eta
    1.044750    0.680780    1.568000   2 'O     '     2.0034  156.3529    0.0000
    0.000000    0.000000   -3.136000   1 'Pt    '     4.8665  165.1530    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.1360   38.4941    0.0000
    67    3   8.000  index, nleg, degeneracy, r=  5.0029
      x           y           z     ipot  label      rleg      beta        eta
   -1.044750   -0.680780   -4.704000   2 'O     '     4.8665  165.1530    0.0000
   -1.044750   -0.680780   -1.568000   2 'O     '     3.1360   38.4941    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     2.0034  156.3529    0.0000
    68    3   8.000  index, nleg, degeneracy, r=  5.0029
      x           y           z     ipot  label      rleg      beta        eta
    1.044750    0.680780   -4.704000   2 'O     '     4.8665  156.3529    0.0000
    0.000000    0.000000   -3.136000   1 'Pt    '     2.0034   38.4941    0.0000
    0.000000    0.000000    0.000000   0 'Pt    '     3.1360  165.1530    0.0000
    69    3   8.000  index, nleg, degeneracy, r=  5.0134
      x           y           z     ipot  label      rleg      beta        eta
    1.197200    2.950030    3.136000   2 'O     '     4.4688  129.3351    0.0000
